0	1	4.30E+18	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4.86E+18	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	9.70E+18	21748480	36759	3	3	4532751	60721	685038	29681	490234
0	1	1.37E+19	3517124	23778	3	1	1601	2155	1207	1422	490234
0	1	3.28E+18	20758093	34535	1	1	4532751	77819	266618	222223	490234
0	1	1.02E+19	21375650	36832	2	1	4688625	202465	457316	429545	490234
0	1	4.20E+18	4427028	28647	3	1	4532751	720719	3402221	2663964	490234
0	1	4.20E+18	4428493	28647	2	2	13171922	1493	11658	5668	490234
0	1	5.85E+17	20945590	35083	2	1	35143	28111	151695	128782	490234
0	1	9.68E+18	21406020	36943	2	2	4688625	202465	1172072	973354	490234
0	1	4.86E+18	21560710	37484	2	2	4165614	4107	338524	817824	490234
0	1	1.70E+19	20730678	34364	2	2	35143	28111	587150	523997	490234
0	1	6.91E+18	20936539	19186	2	1	34683	61158	81684	373859	490234
0	1	1.19E+19	10295418	28179	3	2	4532751	720719	2405086	2008317	490234
0	1	6.41E+18	21183505	35668	2	2	6259	234	15494	1608	490234
0	1	4.86E+18	21560710	37484	2	2	4165614	4107	338524	572221	490234
0	1	1.17E+19	21021375	27701	3	2	1601	2155	8580	8736	490234
0	1	1.07E+19	20620168	30128	2	1	2255103	419	30486	8760	490234
0	1	1.07E+19	20801912	30128	2	1	13171922	1493	3224	5611	490234
0	1	1.07E+19	20443036	30128	2	1	4165614	31212	201749	170546	490234
0	1	1.07E+19	21392028	30128	2	1	4165614	23791	72800	5369	490234
0	1	5.76E+18	21498278	37333	2	1	12860333	5090	43504	40011	490234
0	1	1.43E+19	4418786	23808	2	2	12860333	5090	3980	4306	490234
0	1	1.51E+19	21894794	37932	2	2	34683	138007	531155	425543	490234
0	1	1.65E+19	22103400	38592	2	1	6259	275	73124	74536	490234
0	1	1.43E+19	10403103	23808	1	1	43742	10284	829	1025	490234
0	1	1.80E+19	20908196	35088	3	1	0	0	43	50	6231944
0	1	1.03E+19	21522776	37422	3	2	0	0	25	4	6231944
0	1	1.21E+19	20157628	27961	3	3	0	0	7	14	6231944
0	1	1.43E+19	9027238	23808	1	1	26769	643	74	94	11180034
0	3	1.43E+19	9027238	23808	1	1	125	134	74	94	11180034
0	1	2.01E+18	22141749	38772	2	2	402038	361	18146	17542	86056
0	2	7.90E+18	20869452	2010	1	1	22647674	16416	31950	70	86056
2	3	2.99E+18	20061280	23803	1	1	421	4989	106	73	86056
0	1	2.01E+18	22141715	38772	3	3	166	443	20551	502	86056
0	1	6.77E+18	21099585	8834	2	2	43928	65251	348890	57465	86056
0	1	1.53E+19	21811282	36841	3	3	2043	1112	4517	6398	86056
0	1	7.90E+18	21162422	1325	3	2	16382	24830	48371	51775	86056
0	1	7.90E+18	20869452	2010	1	1	11630759	16416	31950	70	86056
0	1	1.43E+19	22114161	38623	3	2	79	8392	15343	502	86056
0	1	1.41E+18	21246163	1502	3	1	660	1725	459	601	86056
0	1	2.00E+18	20945351	24124	3	1	1252	535	35257	55393	86056
0	2	8.77E+18	22114263	38541	1	1	1295	7241	19634	18888	86056
0	1	2.01E+18	22141716	38772	3	3	79	8392	15343	502	86056
0	1	1.41E+18	21246163	1502	3	1	166	443	459	601	86056
0	1	7.80E+18	20563185	5476	3	1	16382	8074	13039	9917	86056
0	1	1.23E+18	4271311	23778	2	1	43928	189	99	132	86056
0	1	8.29E+18	20915048	29706	3	3	1252	535	32309	251	86056
0	1	1.05E+18	21920339	37956	1	1	10166	174	80	105	86056
0	1	1.21E+19	20161720	27961	1	1	606246	12550	21054	20707	86056
0	1	1.43E+19	22161594	38623	3	2	166	443	17942	17376	86056
0	1	1.55E+19	2547220	25051	1	1	499592	429536	325336	63672	86056
0	1	5.19E+18	20380386	33042	1	1	13948	4358	11477	12484	86056
0	1	1.21E+19	20180353	27961	1	1	124	277	273	424	86056
0	1	8.39E+18	20870006	854	2	1	527	41	12808	3450	86056
0	1	5.47E+18	20001249	1381	3	1	79	95	1270	1488	86056
0	1	1.43E+19	21163921	23808	3	2	1252	535	2691	38	86056
0	1	1.53E+19	21811282	36841	1	1	3440	1034	2771	2614	86056
0	1	5.47E+18	20001249	1381	2	1	402038	8056	115108	131926	86056
0	1	7.90E+18	21162517	1325	3	2	660	1725	22	23	86056
0	1	1.43E+19	21963780	33931	2	2	527	21851	92346	81314	86056
0	1	7.90E+18	20869452	2010	1	1	22647673	16416	41130	85	86056
0	1	4.95E+18	10766017	30157	2	2	323	174	16916	3550	86056
0	1	1.43E+19	9027615	23808	1	1	521	341	315	433	86056
0	1	1.02E+19	21102645	33296	2	1	323	174	567	744	86056
0	1	1.43E+19	21163928	23808	1	1	86104	4216	13483	332	86056
0	1	3.58E+18	21697766	13586	1	1	14739366	127404	379368	311247	86056
0	1	2.99E+18	20061243	23803	1	1	159165	96469	132307	386	86056
0	1	1.59E+19	2878230	23777	1	1	6	4	21	22	86056
0	1	5.85E+18	21477679	28698	1	1	59	212	179	177	86056
0	1	1.43E+19	20644076	23808	3	2	2043	2419	201	297	86056
0	1	1.21E+19	20163505	27961	1	1	2453	1230	1143	1419	86056
0	1	8.13E+18	10593106	1268	3	1	2043	1411	1175	2	86056
